/usr/share/fonts/truetype/noto/NotoSansTelugu-Bold.ttf	Noto Sans Telugu	Bold
/usr/share/fonts/truetype/noto/NotoSansTelugu-Regular.ttf	Noto Sans Telugu	Regular
/usr/share/fonts/truetype/noto/NotoSansThaana-Bold.ttf	Noto Sans Thaana	Bold
/usr/share/fonts/truetype/noto/NotoSansThaana-Regular.ttf	Noto Sans Thaana	Regular
/usr/share/fonts/truetype/noto/NotoSansThai-Bold.ttf	Noto Sans Thai	Bold
/usr/share/fonts/truetype/noto/NotoSansThai-Regular.ttf	Noto Sans Thai	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinagh-Regular.ttf	Noto Sans Tifinagh	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinaghAPT-Regular.ttf	Noto Sans Tifinagh APT	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinaghAdrar-Regular.ttf	Noto Sans Tifinagh Adrar	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinaghAgrawImazighen-Regular.ttf	Noto Sans Tifinagh Agraw Imazighen	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinaghAhaggar-Regular.ttf	Noto Sans Tifinagh Ahaggar	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinaghAir-Regular.ttf	Noto Sans Tifinagh Air	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinaghAzawagh-Regular.ttf	Noto Sans Tifinagh Azawagh	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinaghGhat-Regular.ttf	Noto Sans Tifinagh Ghat	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinaghHawad-Regular.ttf	Noto Sans Tifinagh Hawad	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinaghRhissaIxa-Regular.ttf	Noto Sans Tifinagh Rhissa Ixa	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinaghSIL-Regular.ttf	Noto Sans Tifinagh SIL	Regular
/usr/share/fonts/truetype/noto/NotoSansTifinaghTawellemmet-Regular.ttf	Noto Sans Tifinagh Tawellemmet	Regular
/usr/share/fonts/truetype/noto/NotoSansTirhuta-Regular.ttf	Noto Sans Tirhuta	Regular
/usr/share/fonts/truetype/noto/NotoSansUgaritic-Regular.ttf	Noto Sans Ugaritic	Regular
/usr/share/fonts/truetype/noto/NotoSansVai-Regular.ttf	Noto Sans Vai	Regular
/usr/share/fonts/truetype/noto/NotoSansWancho-Regular.ttf	Noto Sans Wancho	Regular
/usr/share/fonts/truetype/noto/NotoSansWarangCiti-Regular.ttf	Noto Sans Warang Citi	Regular
/usr/share/fonts/truetype/noto/NotoSansYi-Regular.ttf	Noto Sans Yi	Regular
/usr/share/fonts/truetype/noto/NotoSansZanabazarSquare-Regular.ttf	Noto Sans Zanabazar Square,Noto Sans Zanabazar	Regular
/usr/share/fonts/truetype/noto/NotoSerif-Bold.ttf	Noto Serif	Bold
/usr/share/fonts/truetype/noto/NotoSerif-BoldItalic.ttf	Noto Serif	Bold Italic
/usr/share/fonts/truetype/noto/NotoSerif-Italic.ttf	Noto Serif	Italic
/usr/share/fonts/truetype/noto/NotoSerif-Regular.ttf	Noto Serif	Regular
/usr/share/fonts/truetype/noto/NotoSerifAhom-Regular.ttf	Noto Serif Ahom	Regular
/usr/share/fonts/truetype/noto/NotoSerifArmenian-Bold.ttf	Noto Serif Armenian	Bold
/usr/share/fonts/truetype/noto/NotoSerifArmenian-Regular.ttf	Noto Serif Armenian	Regular
/usr/share/fonts/truetype/noto/NotoSerifBalinese-Regular.ttf	Noto Serif Balinese	Regular
/usr/share/fonts/truetype/noto/NotoSerifBengali-Bold.ttf	Noto Serif Bengali	Bold
/usr/share/fonts/truetype/noto/NotoSerifBengali-Regular.ttf	Noto Serif Bengali	Regular
/usr/share/fonts/truetype/noto/NotoSerifDevanagari-Bold.ttf	Noto Serif Devanagari	Bold
/usr/share/fonts/truetype/noto/NotoSerifDevanagari-Regular.ttf	Noto Serif Devanagari	Regular
/usr/share/fonts/truetype/noto/NotoSerifDisplay-Bold.ttf	Noto Serif Display	Bold
/usr/share/fonts/truetype/noto/NotoSerifDisplay-BoldItalic.ttf	Noto Serif Display	Bold Italic
/usr/share/fonts/truetype/noto/NotoSerifDisplay-Italic.ttf	Noto Serif Display	Italic
/usr/share/fonts/truetype/noto/NotoSerifDisplay-Regular.ttf	Noto Serif Display	Regular
/usr/share/fonts/truetype/noto/NotoSerifDogra-Regular.ttf	Noto Serif Dogra	Regular
/usr/share/fonts/truetype/noto/NotoSerifEthiopic-Bold.ttf	Noto Serif Ethiopic	Bold
/usr/share/fonts/truetype/noto/NotoSerifEthiopic-Regular.ttf	Noto Serif Ethiopic	Regular
/usr/share/fonts/truetype/noto/NotoSerifGeorgian-Bold.ttf	Noto Serif Georgian	Bold
